,,,,kp,ki,kd,,,,,,
,,,,0.2,0,1,,,,,,
,,,,,,,,,,,,
time,error,roll,sample time,p,i,d,pid,,p edited,I edited,d edited,pid edited
20903,-56.16,56.16,0.06,-168.47,-8.76,9.38,-167.86,,-11.232,0,6.166666667,-5.065333333
20961,-49.53,49.53,0.06,-148.6,-8.91,171.34,13.83,,-9.906,0,110.5,100.594
21018,-35.41,35.41,0.06,-106.22,-9.01,371.71,200,,-7.082,0,235.3333333,228.2513333
21076,-16.47,16.47,0.06,-49.41,-9.06,489.76,200,,-3.294,0,315.6666667,312.3726667
21134,4.72,-4.72,0.06,14.15,-9.04,547.95,200,,0.944,0,353.1666667,354.1106667
21187,22.34,-22.34,0.05,67.03,-8.98,498.82,200,,4.468,0,352.4,356.868
21243,40.22,-40.22,0.06,120.65,-8.87,478.79,200,,8.044,0,298,306.044
21301,49.84,-49.84,0.06,149.53,-8.73,248.92,200,,9.968,0,160.3333333,170.3013333
21358,53.22,-53.22,0.06,159.65,-8.57,88.82,200,,10.644,0,56.33333333,66.97733333
21414,47.65,-47.65,0.06,142.97,-8.44,-149,-14.47,,9.53,0,-92.83333333,-83.30333333
21473,36.65,-36.65,0.06,109.96,-8.33,-279.66,-178.03,,7.33,0,-183.3333333,-176.0033333
21532,16.72,-16.72,0.06,50.15,-8.28,-506.89,-200,,3.344,0,-332.1666667,-328.8226667
21590,-6.91,6.91,0.06,-20.72,-8.3,-610.99,-200,,-1.382,0,-393.8333333,-395.2153333
21647,-29.16,29.16,0.06,-87.47,-8.39,-585.53,-200,,-5.832,0,-370.8333333,-376.6653333
21706,-47.85,47.85,0.06,-143.54,-8.53,-475.11,-200,,-9.57,0,-311.5,-321.07
21767,-61.16,61.16,0.06,-183.47,-8.71,-327.36,-200,,-12.232,0,-221.8333333,-234.0653333
21827,-65.91,65.91,0.06,-197.72,-8.91,-118.75,-200,,-13.182,0,-79.16666667,-92.34866667
21888,-61.41,61.41,0.06,-184.22,-9.1,110.66,-82.67,,-12.282,0,75,62.718
21946,-49.03,49.03,0.06,-147.1,-9.24,320.04,163.7,,-9.806,0,206.3333333,196.5273333
22004,-34.28,34.28,0.06,-102.85,-9.34,381.47,200,,-6.856,0,245.8333333,238.9773333
22062,-13.91,13.91,0.06,-41.72,-9.38,526.94,200,,-2.782,0,339.5,336.718
22119,6.16,-6.16,0.06,18.46,-9.36,527.96,200,,1.232,0,334.5,335.732
22173,20.34,-20.34,0.05,61.03,-9.31,394.1,200,,4.068,0,283.6,287.668
22230,31.4,-31.4,0.06,94.22,-9.22,291.12,200,,6.28,0,184.3333333,190.6133333
22286,34.47,-34.47,0.06,103.4,-9.12,82.03,176.31,,6.894,0,51.16666667,58.06066667
22342,30.28,-30.28,0.06,90.84,-9.04,-112.17,-30.36,,6.056,0,-69.83333333,-63.77733333
22400,18.22,-18.22,0.06,54.65,-8.99,-311.96,-200,,3.644,0,-201,-197.356
22457,0.4,-0.4,0.06,1.22,-8.98,-468.75,-200,,0.08,0,-297,-296.92
22512,-16.91,16.91,0.05,-50.72,-9.03,-472.16,-200,,-3.382,0,-346.2,-349.582
22572,-37.35,37.35,0.06,-112.04,-9.14,-510.94,-200,,-7.47,0,-340.6666667,-348.1366667
22632,-55.16,55.16,0.06,-165.47,-9.31,-445.31,-200,,-11.032,0,-296.8333333,-307.8653333
22692,-67.03,67.03,0.06,-201.1,-9.51,-296.88,-200,,-13.406,0,-197.8333333,-211.2393333
22753,-69.66,69.66,0.06,-208.97,-9.72,-64.55,-200,,-13.932,0,-43.83333333,-57.76533333
22812,-62.97,62.97,0.06,-188.91,-9.91,170.02,-28.8,,-12.594,0,111.5,98.906
22871,-48.78,48.78,0.06,-146.35,-10.05,360.7,200,,-9.756,0,236.5,226.744
22930,-30.41,30.41,0.06,-91.22,-10.14,467.16,200,,-6.082,0,306.1666667,300.0846667
22987,-13.97,13.97,0.06,-41.91,-10.18,432.57,200,,-2.794,0,274,271.206
23046,4.66,-4.66,0.06,13.97,-10.17,473.52,200,,0.932,0,310.5,311.432
23101,19.28,-19.28,0.05,57.84,-10.11,398.86,200,,3.856,0,292.4,296.256
23158,26.15,-26.15,0.06,78.47,-10.04,180.92,200,,5.23,0,114.5,119.73
23216,27.09,-27.09,0.06,81.28,-9.96,24.25,95.56,,5.418,0,15.66666667,21.08466667
23270,21.65,-21.65,0.05,64.97,-9.9,-151.04,-95.98,,4.33,0,-108.8,-104.47
23326,8.22,-8.22,0.06,24.65,-9.88,-359.93,-200,,1.644,0,-223.8333333,-222.1893333
23383,-10.66,10.66,0.06,-31.97,-9.91,-496.71,-200,,-2.132,0,-314.6666667,-316.7986667
23442,-32.53,32.53,0.06,-97.6,-10.01,-556.14,-200,,-6.506,0,-364.5,-371.006
23502,-53.16,53.16,0.06,-159.47,-10.17,-515.63,-200,,-10.632,0,-343.8333333,-354.4653333
23564,-67.66,67.66,0.06,-202.97,-10.37,-350.81,-200,,-13.532,0,-241.6666667,-255.1986667
23625,-73.03,73.03,0.06,-219.1,-10.6,-132.17,-200,,-14.606,0,-89.5,-104.106
23687,-68.22,68.22,0.06,-204.66,-10.81,116.43,-99.04,,-13.644,0,80.16666667,66.52266667
23746,-54.72,54.72,0.06,-164.16,-10.97,343.22,168.09,,-10.944,0,225,214.056
23805,-35.47,35.47,0.06,-106.41,-11.08,489.41,200,,-7.094,0,320.8333333,313.7393333
23865,-13.66,13.66,0.06,-40.97,-11.12,545.31,200,,-2.732,0,363.5,360.768
23922,3.78,-3.78,0.06,11.34,-11.11,458.88,200,,0.756,0,290.6666667,291.4226667
23977,21.22,-21.22,0.05,63.65,-11.05,475.57,200,,4.244,0,348.8,353.044
24035,30.84,-30.84,0.06,92.53,-10.96,248.92,200,,6.168,0,160.3333333,166.5013333
24092,31.4,-31.4,0.06,94.22,-10.87,14.8,98.15,,6.28,0,9.333333333,15.61333333
24147,24.03,-24.03,0.05,72.09,-10.8,-201.14,-139.85,,4.806,0,-147.4,-142.594
24207,9.15,-9.15,0.06,27.46,-10.77,-371.88,-200,,1.83,0,-248,-246.17
24264,-6.97,6.97,0.06,-20.91,-10.79,-424.34,-200,,-1.394,0,-268.6666667,-270.0606667
24322,-28.34,28.34,0.06,-85.03,-10.88,-552.8,-200,,-5.668,0,-356.1666667,-361.8346667
24382,-47.1,47.1,0.06,-141.29,-11.02,-468.75,-200,,-9.42,0,-312.6666667,-322.0866667
24443,-58.97,58.97,0.06,-176.91,-11.2,-292.01,-200,,-11.794,0,-197.8333333,-209.6273333
24505,-61.6,61.6,0.06,-184.79,-11.39,-63.51,-200,,-12.32,0,-43.83333333,-56.15333333
24565,-54.91,54.91,0.06,-164.72,-11.55,167.19,-9.09,,-10.982,0,111.5,100.518
24624,-40.16,40.16,0.06,-120.47,-11.67,375,200,,-8.032,0,245.8333333,237.8013333
24683,-19.78,19.78,0.06,-59.35,-11.73,518.01,200,,-3.956,0,339.6666667,335.7106667
24741,2.91,-2.91,0.06,8.72,-11.72,586.75,200,,0.582,0,378.1666667,378.7486667
24796,21.53,-21.53,0.05,64.59,-11.66,507.95,200,,4.306,0,372.4,376.706
24852,39.78,-39.78,0.06,119.34,-11.55,488.84,200,,7.956,0,304.1666667,312.1226667
24910,50.03,-50.03,0.06,150.09,-11.41,265.09,200,,10.006,0,170.8333333,180.8393333
24969,51.09,-51.09,0.06,153.28,-11.26,27.01,169.03,,10.218,0,17.66666667,27.88466667
25026,45.03,-45.03,0.06,135.09,-11.13,-159.54,-35.58,,9.006,0,-101,-91.994
25085,31.22,-31.22,0.06,93.65,-11.03,-351.17,-200,,6.244,0,-230.1666667,-223.9226667
25145,11.84,-11.84,0.06,35.53,-11,-484.38,-200,,2.368,0,-323,-320.632
25204,-10.03,10.03,0.06,-30.1,-11.03,-556.14,-200,,-2.006,0,-364.5,-366.506
25265,-31.41,31.41,0.06,-94.22,-11.12,-525.61,-200,,-6.282,0,-356.3333333,-362.6153333
25324,-49.41,49.41,0.06,-148.22,-11.27,-457.63,-200,,-9.882,0,-300,-309.882
25385,-60.78,60.78,0.06,-182.35,-11.46,-279.71,-200,,-12.156,0,-189.5,-201.656
25447,-63.41,63.41,0.06,-190.22,-11.65,-63.51,-200,,-12.682,0,-43.83333333,-56.51533333
25507,-57.22,57.22,0.06,-171.66,-11.82,154.69,-28.8,,-11.444,0,103.1666667,91.72266667
25567,-43.28,43.28,0.06,-129.85,-11.95,348.44,200,,-8.656,0,232.3333333,223.6773333
25626,-23.97,23.97,0.06,-71.91,-12.02,491,200,,-4.794,0,321.8333333,317.0393333
25684,-2.1,2.1,0.06,-6.28,-12.03,565.73,200,,-0.42,0,364.5,364.08
25740,16.03,-16.03,0.06,48.09,-11.99,485.49,200,,3.206,0,302.1666667,305.3726667
25797,35.03,-35.03,0.06,105.09,-11.89,500,200,,7.006,0,316.6666667,323.6726667
25854,47.34,-47.34,0.06,142.03,-11.75,324.01,200,,9.468,0,205.1666667,214.6346667
25913,50.34,-50.34,0.06,151.03,-11.6,76.27,200,,10.068,0,50,60.068
25970,45.65,-45.65,0.06,136.97,-11.47,-123.36,2.14,,9.13,0,-78.16666667,-69.03666667
26028,32.72,-32.72,0.06,98.15,-11.38,-334.59,-200,,6.544,0,-215.5,-208.956
26087,13.47,-13.47,0.06,40.4,-11.34,-489.41,-200,,2.694,0,-320.8333333,-318.1393333
26146,-8.53,8.53,0.06,-25.6,-11.36,-559.32,-200,,-1.706,0,-366.6666667,-368.3726667
26205,-29.59,29.59,0.06,-88.78,-11.45,-535.49,-200,,-5.918,0,-351,-356.918
26265,-46.91,46.91,0.06,-140.72,-11.59,-432.81,-200,,-9.382,0,-288.6666667,-298.0486667
26327,-57.91,57.91,0.06,-173.72,-11.77,-266.13,-200,,-11.582,0,-183.3333333,-194.9153333
26387,-60.16,60.16,0.06,-180.47,-11.95,-56.25,-200,,-12.032,0,-37.5,-49.532
26447,-53.41,53.41,0.06,-160.22,-12.11,168.75,-3.58,,-10.682,0,112.5,101.818
26506,-38.47,38.47,0.06,-115.41,-12.22,379.77,200,,-7.694,0,249,241.306
26565,-16.53,16.53,0.06,-49.6,-12.27,557.73,200,,-3.306,0,365.6666667,362.3606667
26624,3.28,-3.28,0.06,9.84,-12.26,503.71,200,,0.656,0,330.1666667,330.8226667
26678,26.03,-26.03,0.05,78.09,-12.19,631.94,200,,5.206,0,455,460.206
26735,43.4,-43.4,0.06,130.22,-12.07,457.24,200,,8.68,0,289.5,298.18
26793,51.28,-51.28,0.06,153.84,-11.92,203.66,200,,10.256,0,131.3333333,141.5893333
26851,51.53,-51.53,0.06,154.59,-11.77,6.47,149.28,,10.306,0,4.166666667,14.47266667
26907,42.53,-42.53,0.06,127.59,-11.65,-241.07,-125.13,,8.506,0,-150,-141.494
26968,26.03,-26.03,0.06,78.09,-11.57,-405.74,-200,,5.206,0,-275,-269.794
27027,5.03,-5.03,0.06,15.09,-11.56,-533.9,-200,,1.006,0,-350,-348.994
27084,-13.53,13.53,0.06,-40.6,-11.6,-488.49,-200,,-2.706,0,-309.3333333,-312.0393333
27145,-34.03,34.03,0.06,-102.1,-11.7,-504.1,-200,,-6.806,0,-341.6666667,-348.4726667
27206,-52.85,52.85,0.06,-158.54,-11.86,-462.6,-200,,-10.57,0,-313.6666667,-324.2366667
27268,-60.66,60.66,0.06,-181.97,-12.05,-189.01,-200,,-12.132,0,-130.1666667,-142.2986667
27329,-58.85,58.85,0.06,-176.54,-12.23,44.57,-144.19,,-11.77,0,30.16666667,18.39666667
27387,-47.85,47.85,0.06,-143.54,-12.37,284.48,128.58,,-9.57,0,183.3333333,173.7633333
27447,-29.47,29.47,0.06,-88.41,-12.46,459.38,200,,-5.894,0,306.3333333,300.4393333
27505,-10.97,10.97,0.06,-32.91,-12.49,478.45,200,,-2.194,0,308.3333333,306.1393333
27564,12.09,-12.09,0.06,36.28,-12.45,586.33,200,,2.418,0,384.3333333,386.7513333
27621,32.4,-32.4,0.06,97.21,-12.36,534.54,200,,6.48,0,338.5,344.98
27678,45.34,-45.34,0.06,136.03,-12.23,340.46,200,,9.068,0,215.6666667,224.7346667
27737,49.09,-49.09,0.06,147.28,-12.09,95.34,200,,9.818,0,62.5,72.318
27794,44.72,-44.72,0.06,134.15,-11.96,-115.13,7.06,,8.944,0,-72.83333333,-63.88933333
27850,31.22,-31.22,0.06,93.65,-11.87,-361.61,-200,,6.244,0,-225,-218.756
27910,10.9,-10.9,0.06,32.72,-11.84,-507.81,-200,,2.18,0,-338.6666667,-336.4866667
27969,-12.78,12.78,0.06,-38.35,-11.88,-602.22,-200,,-2.556,0,-394.6666667,-397.2226667
28029,-34.97,34.97,0.06,-104.91,-11.98,-554.69,-200,,-6.994,0,-369.8333333,-376.8273333
28091,-52.72,52.72,0.06,-158.16,-12.14,-429.44,-200,,-10.544,0,-295.8333333,-306.3773333
28152,-63.22,63.22,0.06,-189.66,-12.34,-258.2,-200,,-12.644,0,-175,-187.644
28214,-64.72,64.72,0.06,-194.16,-12.54,-36.29,-200,,-12.944,0,-25,-37.944
28274,-57.35,57.35,0.06,-172.04,-12.71,184.38,-0.37,,-11.47,0,122.8333333,111.3633333
28333,-42.35,42.35,0.06,-127.04,-12.84,381.36,200,,-8.47,0,250,241.53
28392,-23.09,23.09,0.06,-69.28,-12.9,489.41,200,,-4.618,0,321,316.382
28449,-6.09,6.09,0.06,-18.28,-12.92,447.37,200,,-1.218,0,283.3333333,282.1153333
28506,12.34,-12.34,0.06,37.03,-12.89,485.2,200,,2.468,0,307.1666667,309.6346667
28563,24.78,-24.78,0.06,74.34,-12.82,327.3,200,,4.956,0,207.3333333,212.2893333
28620,29.28,-29.28,0.06,87.84,-12.73,118.42,193.53,,5.856,0,75,80.856
28678,26.84,-26.84,0.06,80.53,-12.65,-63.04,4.83,,5.368,0,-40.66666667,-35.29866667
28733,16.53,-16.53,0.05,49.59,-12.61,-281.25,-200,,3.306,0,-206.2,-202.894
28792,2.72,-2.72,0.06,8.15,-12.6,-351.17,-200,,0.544,0,-230.1666667,-229.6226667
28848,-17.41,17.41,0.06,-52.22,-12.65,-539.06,-200,,-3.482,0,-335.5,-338.982
28908,-37.41,37.41,0.06,-112.22,-12.76,-500,-200,,-7.482,0,-333.3333333,-340.8153333
28969,-54.03,54.03,0.06,-162.1,-12.93,-408.81,-200,,-10.806,0,-277,-287.806
29031,-64.41,64.41,0.06,-193.22,-13.13,-251.01,-200,,-12.882,0,-173,-185.882
29092,-66.72,66.72,0.06,-200.16,-13.33,-56.86,-200,,-13.344,0,-38.5,-51.844
29153,-60.6,60.6,0.06,-181.79,-13.51,150.61,-44.68,,-12.12,0,102,89.88
29212,-47.03,47.03,0.06,-141.1,-13.65,344.81,190.06,,-9.406,0,226.1666667,216.7606667
29272,-28.53,28.53,0.06,-85.6,-13.74,462.5,200,,-5.706,0,308.3333333,302.6273333
29330,-7.66,7.66,0.06,-22.97,-13.76,539.87,200,,-1.532,0,347.8333333,346.3013333
29386,11.84,-11.84,0.06,35.53,-13.73,522.32,200,,2.368,0,325,327.368
29443,24.84,-24.84,0.06,74.53,-13.66,342.11,200,,4.968,0,216.6666667,221.6346667
29500,33.97,-33.97,0.06,101.9,-13.56,240.13,200,,6.794,0,152.1666667,158.9606667
29558,35.03,-35.03,0.06,105.09,-13.46,27.48,119.11,,7.006,0,17.66666667,24.67266667
29616,29.84,-29.84,0.06,89.53,-13.37,-134.16,-58,,5.968,0,-86.5,-80.532
29674,17.22,-17.22,0.06,51.65,-13.32,-326.51,-200,,3.444,0,-210.3333333,-206.8893333
29733,-0.47,0.47,0.06,-1.41,-13.32,-449.68,-200,,-0.094,0,-294.8333333,-294.9273333
29791,-20.47,20.47,0.06,-61.41,-13.38,-517.24,-200,,-4.094,0,-333.3333333,-337.4273333
29850,-39.35,39.35,0.06,-118.04,-13.5,-479.87,-200,,-7.87,0,-314.6666667,-322.5366667
29912,-55.1,55.1,0.06,-165.29,-13.67,-381.05,-200,,-11.02,0,-262.5,-273.52
29973,-63.97,63.97,0.06,-191.91,-13.86,-218.24,-200,,-12.794,0,-147.8333333,-160.6273333
30034,-64.09,64.09,0.06,-192.29,-14.06,-3.07,-200,,-12.818,0,-2,-14.818
30094,-55.85,55.85,0.06,-167.54,-14.23,206.25,24.49,,-11.17,0,137.3333333,126.1633333
30152,-41.22,41.22,0.06,-123.66,-14.35,378.23,200,,-8.244,0,243.8333333,235.5893333
30212,-22.53,22.53,0.06,-67.6,-14.41,467.19,200,,-4.506,0,311.5,306.994
30270,-2.72,2.72,0.06,-8.16,-14.42,512.39,200,,-0.544,0,330.1666667,329.6226667
30325,12.22,-12.22,0.05,36.65,-14.39,407.39,200,,2.444,0,298.8,301.244
30382,25.47,-25.47,0.06,76.4,-14.32,348.68,200,,5.094,0,220.8333333,225.9273333
30439,30.53,-30.53,0.06,91.59,-14.23,133.22,200,,6.106,0,84.33333333,90.43933333
30496,27.47,-27.47,0.06,82.4,-14.15,-80.59,-12.34,,5.494,0,-51,-45.506
30554,15.34,-15.34,0.06,46.03,-14.11,-313.58,-200,,3.068,0,-202.1666667,-199.0986667
30613,-3.97,3.97,0.06,-11.91,-14.12,-491,-200,,-0.794,0,-321.8333333,-322.6273333
30671,-26.47,26.47,0.06,-79.41,-14.2,-581.9,-200,,-5.294,0,-375,-380.294
30732,-47.53,47.53,0.06,-142.6,-14.34,-517.93,-200,,-9.506,0,-351,-360.506
30793,-62.91,62.91,0.06,-188.72,-14.53,-378.07,-200,,-12.582,0,-256.3333333,-268.9153333
30855,-69.53,69.53,0.06,-208.6,-14.75,-160.28,-200,,-13.906,0,-110.3333333,-124.2393333
30915,-66.34,66.34,0.06,-199.04,-14.95,79.69,-134.29,,-13.268,0,53.16666667,39.89866667
30974,-54.16,54.16,0.06,-162.47,-15.11,309.85,132.27,,-10.832,0,203,192.168
31034,-36.03,36.03,0.06,-108.1,-15.21,453.13,200,,-7.206,0,302.1666667,294.9606667
31093,-14.97,14.97,0.06,-44.91,-15.26,535.49,200,,-2.994,0,351,348.006
31152,2.41,-2.41,0.06,7.22,-15.25,441.74,200,,0.482,0,289.6666667,290.1486667
31206,20.15,-20.15,0.05,60.47,-15.2,493.06,200,,4.03,0,354.8,358.83
31263,30.09,-30.09,0.06,90.28,-15.11,261.51,200,,6.018,0,165.6666667,171.6846667
31321,31.22,-31.22,0.06,93.65,-15.02,29.09,107.73,,6.244,0,18.83333333,25.07733333
31376,23.78,-23.78,0.05,71.34,-14.96,-202.84,-146.46,,4.756,0,-148.8,-144.044
31435,7.66,-7.66,0.06,22.96,-14.93,-409.96,-200,,1.532,0,-268.6666667,-267.1346667
31493,-10.1,10.1,0.06,-30.28,-14.96,-459.05,-200,,-2.02,0,-296,-298.02
31553,-33.28,33.28,0.06,-99.85,-15.06,-579.69,-200,,-6.656,0,-386.3333333,-392.9893333
31613,-52.78,52.78,0.06,-158.35,-15.22,-487.5,-200,,-10.556,0,-325,-335.556
31675,-65.41,65.41,0.06,-196.22,-15.42,-305.44,-200,,-13.082,0,-210.5,-223.582
31736,-64.41,64.41,0.06,-193.22,-15.62,24.59,-184.25,,-12.882,0,16.66666667,3.784666667
31796,-52.97,52.97,0.06,-158.91,-15.78,285.94,111.25,,-10.594,0,190.6666667,180.0726667
31855,-37.53,37.53,0.06,-112.6,-15.89,392.48,200,,-7.506,0,257.3333333,249.8273333
31913,-15.1,15.1,0.06,-45.29,-15.93,580.28,200,,-3.02,0,373.8333333,370.8133333
31972,8.22,-8.22,0.06,24.65,-15.91,592.69,200,,1.644,0,388.6666667,390.3106667
32027,28.84,-28.84,0.05,86.53,-15.83,562.5,200,,5.768,0,412.4,418.168
32084,40.97,-40.97,0.06,122.9,-15.71,319.08,200,,8.194,0,202.1666667,210.3606667
32143,46.72,-46.72,0.06,140.15,-15.57,146.19,200,,9.344,0,95.83333333,105.1773333
32201,42.09,-42.09,0.06,126.28,-15.45,-119.61,-8.79,,8.418,0,-77.16666667,-68.74866667
32260,28.28,-28.28,0.06,84.84,-15.37,-351.17,-200,,5.656,0,-230.1666667,-224.5106667
32319,7.34,-7.34,0.06,22.03,-15.35,-532.31,-200,,1.468,0,-349,-347.532
32375,-12.53,12.53,0.06,-37.6,-15.38,-532.37,-200,,-2.506,0,-331.1666667,-333.6726667
32436,-35.1,35.1,0.06,-105.29,-15.49,-554.82,-200,,-7.02,0,-376.1666667,-383.1866667
32497,-54.03,54.03,0.06,-162.1,-15.65,-465.68,-200,,-10.806,0,-315.5,-326.306
32559,-60.72,60.72,0.06,-182.16,-15.84,-161.79,-200,,-12.144,0,-111.5,-123.644
32620,-57.41,57.41,0.06,-172.22,-16.02,81.45,-106.79,,-11.482,0,55.16666667,43.68466667
32679,-44.91,44.91,0.06,-134.72,-16.15,317.8,166.92,,-8.982,0,208.3333333,199.3513333
32739,-26.16,26.16,0.06,-78.47,-16.23,468.75,200,,-5.232,0,312.5,307.268
32797,-8.22,8.22,0.06,-24.66,-16.25,463.9,200,,-1.644,0,299,297.356
32854,12.97,-12.97,0.06,38.9,-16.22,557.57,200,,2.594,0,353.1666667,355.7606667
32910,29.53,-29.53,0.06,88.59,-16.13,443.64,200,,5.906,0,276,281.906
32967,37.15,-37.15,0.06,111.46,-16.03,200.66,200,,7.43,0,127,134.43
33026,37.65,-37.65,0.06,112.96,-15.92,12.71,109.76,,7.53,0,8.333333333,15.86333333
33083,29.22,-29.22,0.06,87.65,-15.83,-222.04,-150.22,,5.844,0,-140.5,-134.656
33142,13.34,-13.34,0.06,40.03,-15.79,-403.6,-200,,2.668,0,-264.6666667,-261.9986667
33202,-7.47,7.47,0.06,-22.41,-15.82,-520.31,-200,,-1.494,0,-346.8333333,-348.3273333
33260,-26.34,26.34,0.06,-79.03,-15.89,-488.15,-200,,-5.268,0,-314.5,-319.768
33320,-47.28,47.28,0.06,-141.85,-16.03,-523.44,-200,,-9.456,0,-349,-358.456
33382,-64.09,64.09,0.06,-192.29,-16.23,-406.75,-200,,-12.818,0,-280.1666667,-292.9846667
33442,-68.66,68.66,0.06,-205.97,-16.44,-114.06,-200,,-13.732,0,-76.16666667,-89.89866667
33504,-62.97,62.97,0.06,-188.91,-16.63,137.6,-67.94,,-12.594,0,94.83333333,82.23933333
33563,-48.41,48.41,0.06,-145.22,-16.78,370.23,200,,-9.682,0,242.6666667,232.9846667
33623,-27.78,27.78,0.06,-83.35,-16.86,515.63,200,,-5.556,0,343.8333333,338.2773333
33681,-8.35,8.35,0.06,-25.03,-16.88,502.69,200,,-1.67,0,323.8333333,322.1633333
33737,13.84,-13.84,0.06,41.53,-16.85,594.31,200,,2.768,0,369.8333333,372.6013333
33795,30.53,-30.53,0.06,91.59,-16.76,431.57,200,,6.106,0,278.1666667,284.2726667
33852,37.72,-37.72,0.06,113.15,-16.65,189.14,200,,7.544,0,119.8333333,127.3773333
33909,37.53,-37.53,0.06,112.59,-16.54,-4.93,91.11,,7.506,0,-3.166666667,4.339333333
33966,27.34,-27.34,0.06,82.03,-16.46,-268.09,-200,,5.468,0,-169.8333333,-164.3653333
34025,10.34,-10.34,0.06,31.03,-16.43,-432.2,-200,,2.068,0,-283.3333333,-281.2653333
34084,-10.78,10.78,0.06,-32.35,-16.47,-537.08,-200,,-2.156,0,-352,-354.156
34145,-31.47,31.47,0.06,-94.41,-16.56,-508.71,-200,,-6.294,0,-344.8333333,-351.1273333
34205,-49.66,49.66,0.06,-148.97,-16.71,-454.69,-200,,-9.932,0,-303.1666667,-313.0986667
34267,-61.53,61.53,0.06,-184.6,-16.9,-287.3,-200,,-12.306,0,-197.8333333,-210.1393333
34328,-64.41,64.41,0.06,-193.22,-17.1,-70.7,-200,,-12.882,0,-48,-60.882
34388,-57.85,57.85,0.06,-173.54,-17.27,164.06,-26.74,,-11.57,0,109.3333333,97.76333333
34448,-43.78,43.78,0.06,-131.35,-17.4,351.56,200,,-8.756,0,234.5,225.744
34506,-25.03,25.03,0.06,-75.1,-17.48,484.91,200,,-5.006,0,312.5,307.494
34565,-8.03,8.03,0.06,-24.1,-17.5,432.2,200,,-1.606,0,283.3333333,281.7273333
34621,10.4,-10.4,0.06,31.21,-17.47,493.86,200,,2.08,0,307.1666667,309.2466667
34678,23.34,-23.34,0.06,70.03,-17.4,340.46,200,,4.668,0,215.6666667,220.3346667
34736,27.97,-27.97,0.06,83.9,-17.32,119.61,186.19,,5.594,0,77.16666667,82.76066667
34793,25.47,-25.47,0.06,76.4,-17.25,-65.79,-6.64,,5.094,0,-41.66666667,-36.57266667
34849,14.09,-14.09,0.06,42.28,-17.21,-304.69,-200,,2.818,0,-189.6666667,-186.8486667
34908,-4.16,4.16,0.06,-12.47,-17.22,-463.98,-200,,-0.832,0,-304.1666667,-304.9986667
34966,-22.03,22.03,0.06,-66.1,-17.29,-462.28,-200,,-4.406,0,-297.8333333,-302.2393333
35026,-42.85,42.85,0.06,-128.54,-17.41,-520.31,-200,,-8.57,0,-347,-355.57
35088,-61.66,61.66,0.06,-184.97,-17.61,-455.14,-200,,-12.332,0,-313.5,-325.832
35149,-68.72,68.72,0.06,-206.16,-17.82,-173.67,-200,,-13.744,0,-117.6666667,-131.4106667
35211,-65.78,65.78,0.06,-197.35,-18.02,71.07,-144.3,,-13.156,0,49,35.844
35270,-53.66,53.66,0.06,-160.97,-18.18,308.26,129.11,,-10.732,0,202,191.268
35330,-35.6,35.6,0.06,-106.79,-18.28,451.56,200,,-7.12,0,301,293.88
35389,-18.41,18.41,0.06,-55.22,-18.34,436.97,200,,-3.682,0,286.5,282.818
35447,2.09,-2.09,0.06,6.28,-18.33,530.17,200,,0.418,0,341.6666667,342.0846667
35501,18.53,-18.53,0.05,55.59,-18.28,456.6,200,,3.706,0,328.8,332.506
35558,25.72,-25.72,0.06,77.15,-18.21,189.14,200,,5.144,0,119.8333333,124.9773333
35615,24.72,-24.72,0.06,74.15,-18.14,-26.32,29.7,,4.944,0,-16.66666667,-11.72266667
35672,13.65,-13.65,0.06,40.97,-18.1,-291.12,-200,,2.73,0,-184.5,-181.77
35731,-4.78,4.78,0.06,-14.35,-18.11,-468.75,-200,,-0.956,0,-307.1666667,-308.1226667
35789,-22.66,22.66,0.06,-67.97,-18.18,-462.28,-200,,-4.532,0,-298,-302.532
35850,-44.28,44.28,0.06,-132.85,-18.32,-531.76,-200,,-8.856,0,-360.3333333,-369.1893333
35911,-63.47,63.47,0.06,-190.41,-18.51,-471.82,-200,,-12.694,0,-319.8333333,-332.5273333
35972,-76.78,76.78,0.06,-230.35,-18.74,-327.36,-200,,-15.356,0,-221.8333333,-237.1893333
36033,-77.78,77.78,0.06,-233.35,-18.98,-24.59,-200,,-15.556,0,-16.66666667,-32.22266667
36093,-69.22,69.22,0.06,-207.66,-19.19,214.06,-12.79,,-13.844,0,142.6666667,128.8226667
36153,-53.35,53.35,0.06,-160.04,-19.35,396.88,200,,-10.67,0,264.5,253.83
36212,-36.66,36.66,0.06,-109.97,-19.46,424.26,200,,-7.332,0,278.1666667,270.8346667
36272,-16.03,16.03,0.06,-48.1,-19.5,515.63,200,,-3.206,0,343.8333333,340.6273333
36330,2.97,-2.97,0.06,8.9,-19.5,491.38,200,,0.594,0,316.6666667,317.2606667
36384,16.47,-16.47,0.05,49.4,-19.45,375,200,,3.294,0,270,273.294
36442,20.97,-20.97,0.06,62.9,-19.39,116.38,159.89,,4.194,0,75,79.194
36498,17.53,-17.53,0.06,52.59,-19.34,-92.08,-58.83,,3.506,0,-57.33333333,-53.82733333
36555,5.53,-5.53,0.06,16.59,-19.33,-315.79,-200,,1.106,0,-200,-198.894
36613,-9.03,9.03,0.06,-27.1,-19.35,-376.62,-200,,-1.806,0,-242.6666667,-244.4726667
